ID_Transaccion;Edad;Numero_items_comprados;Ingreso_mensual;Genero;Gasto_total
TXN2343;60;15;29852;Masculino;8718,882298
TXN2344;23;11;5882;Femenino;2587,949377
TXN2345;20;9;7619;Femenino;8379,276299
TXN2346;36;14;2897;Femenino;1725,554041
TXN2347;44;1;15528;Masculino;8461,792225
TXN2348;29;2;7828;Femenino;4737,047961
TXN2349;51;2;22398;Femenino;7753,585197
TXN2350;52;13;25578;Masculino;5910,80694
TXN2351;60;1;3323;Femenino;6242,97829
TXN2352;44;9;16714;Femenino;3649,97699
TXN2353;36;1;21134;Femenino;4121,359282
TXN2354;46;10;7808;Masculino;5184,117527
TXN2355;39;11;24233;Femenino;8357,397349
TXN2356;36;2;11500;Masculino;3086,938011
TXN2357;20;4;13481;Femenino;7599,431026
TXN2358;50;7;5705;Masculino;2897,619546
TXN2359;35;11;11202;Masculino;8109,633136
TXN2360;27;5;21335;Femenino;8886,406448
TXN2361;45;12;19294;Femenino;7874,595856
TXN2362;46;7;2855;Masculino;6668,401686
TXN2363;44;2;10749;Femenino;7376,70123
TXN2364;41;10;19031;Femenino;8784,025243
TXN2365;56;1;7431;Femenino;2674,804205
TXN2366;21;2;18883;Masculino;3811,182269
TXN2367;34;4;21260;Masculino;12349,46016
TXN2368;51;2;10471;Masculino;2876,943056
TXN2369;60;15;13344;Femenino;6118,389943
TXN2370;23;15;9844;Masculino;3061,750703
TXN2371;50;9;7488;Masculino;2646,742304
TXN2372;36;15;5262;Femenino;4681,146694
TXN2373;53;13;25559;Masculino;11772,17915
TXN2374;57;14;13234;Femenino;4428,87033
TXN2375;38;7;12728;Masculino;8190,576761
TXN2376;35;15;16133;Masculino;8918,325027
TXN2377;52;1;11223;Masculino;5273,055876
TXN2378;50;13;18772;Masculino;4382,077321
TXN2379;58;7;14744;Femenino;6876,778647
TXN2380;60;3;2128;Masculino;1977,974566
TXN2381;30;12;13048;Masculino;4043,094752
TXN2382;38;14;15061;Masculino;4003,601456
TXN2383;47;6;18375;Masculino;5745,902568
TXN2384;20;12;13647;Femenino;3461,115205
TXN2385;51;2;10559;Femenino;8610,816667
TXN2386;49;10;7618;Masculino;2839,14706
TXN2387;36;3;9499;Masculino;8862,477462
TXN2388;60;15;2369;Masculino;2682,94974
TXN2389;47;8;14491;Masculino;8501,720769
TXN2390;41;9;10581;Masculino;11058,50092
TXN2391;49;14;3640;Masculino;10192,99158
TXN2392;46;10;18454;Femenino;4601,346484
TXN2393;27;4;28477;Masculino;8973,001113
TXN2394;43;12;26188;Masculino;7998,669075
TXN2395;20;13;24811;Femenino;6601,374439
TXN2396;53;9;20941;Femenino;12265,4712
TXN2397;20;15;14319;Masculino;3703,945703
TXN2398;58;15;26559;Femenino;6007,97179
TXN2399;29;12;23384;Femenino;8441,804956
TXN2400;20;7;29558;Masculino;10396,94624
TXN2401;58;9;22450;Masculino;4921,895671
TXN2402;28;9;6668;Femenino;3629,46898
TXN2403;20;9;22276;Femenino;6939,749363
TXN2404;39;10;25471;Masculino;7924,230449
TXN2405;26;9;21711;Femenino;4323,870407
TXN2406;20;11;6049;Femenino;2051,764908
TXN2407;25;9;14276;Masculino;11510,02715
TXN2408;47;1;20375;Femenino;7558,418979
TXN2409;45;11;4022;Femenino;1942,300255
TXN2410;27;2;3390;Masculino;5181,241828
TXN2411;32;10;17415;Masculino;11842,00217
TXN2412;44;7;3997;Femenino;2033,959645
TXN2413;49;3;26225;Femenino;5052,935996
TXN2414;23;4;13359;Femenino;3983,547805
TXN2415;57;4;2613;Masculino;2714,252887
TXN2416;20;2;14168;Masculino;6739,400709
TXN2417;45;6;23987;Femenino;7232,020912
TXN2418;39;10;8289;Masculino;10513,11562
TXN2419;38;10;26207;Femenino;5118,555248
TXN2420;36;12;23634;Femenino;12678,75591
TXN2421;30;7;3429;Masculino;9916,046726
TXN2422;40;7;19505;Femenino;4112,971634
TXN2423;36;14;27467;Femenino;5785,581683
TXN2424;40;9;10820;Femenino;4640,480514
TXN2425;29;13;23864;Masculino;8865,824198
TXN2426;28;6;26238;Femenino;8528,382945
TXN2427;56;3;6082;Masculino;3162,362474
TXN2428;35;6;24877;Femenino;7294,135184
TXN2429;51;7;7624;Masculino;2663,852347
TXN2430;42;3;27604;Masculino;9147,793035
TXN2431;39;10;23944;Masculino;5072,334921
TXN2432;24;15;3920;Masculino;4797,836426
TXN2433;20;14;28380;Masculino;12120,78565
TXN2434;54;5;23188;Femenino;4450,668754
TXN2435;50;3;13972;Femenino;3537,931099
TXN2436;20;3;6291;Femenino;5401,216516
TXN2437;30;2;3089;Femenino;1265,332889
TXN2438;57;4;15574;Femenino;4988,402677
TXN2439;23;6;15646;Femenino;11216,08313
TXN2440;40;12;27560;Femenino;7097,678118
TXN2441;33;4;2560;Femenino;6092,490817
TXN2442;34;8;9766;Masculino;2829,003014
TXN2443;36;6;5608;Femenino;6547,886452
TXN2444;25;2;16896;Masculino;5387,946714
TXN2445;49;4;20061;Femenino;7513,555468
TXN2446;39;6;9379;Femenino;4148,701966
TXN2447;54;5;15283;Masculino;3921,449868
TXN2448;56;12;27447;Masculino;5631,197691
TXN2449;57;7;28674;Masculino;13577,48381
TXN2450;56;12;15453;Femenino;11453,84793
TXN2451;26;9;27268;Femenino;13022,85238
TXN2452;59;10;20739;Masculino;8297,46361
TXN2453;50;12;20356;Femenino;5369,402884
TXN2454;37;2;6178;Masculino;2749,946996
TXN2455;28;14;17071;Femenino;11803,41086
TXN2456;34;4;24799;Masculino;6673,028638
TXN2457;54;3;21056;Femenino;10548,90322
TXN2458;45;2;21091;Femenino;7731,655003
TXN2459;20;15;7395;Masculino;6313,997725
TXN2460;42;4;12322;Masculino;5639,845987
TXN2461;51;4;27246;Femenino;9863,154229
TXN2462;35;14;20058;Masculino;8094,513012
TXN2463;24;8;21539;Masculino;7003,389698
TXN2464;45;4;6683;Femenino;1924,036514
TXN2465;34;1;19606;Femenino;3816,043024
TXN2466;51;4;3861;Masculino;2862,464796
TXN2467;52;10;21499;Femenino;7977,060622
TXN2468;38;1;24776;Femenino;8124,517603
TXN2469;31;2;29154;Masculino;7398,001026
TXN2470;52;8;5127;Femenino;3522,031207
TXN2471;24;9;23142;Masculino;4827,320529
TXN2472;29;15;23968;Femenino;11127,79162
TXN2473;53;11;16432;Masculino;4558,604447
TXN2474;60;12;2627;Masculino;5667,478744
TXN2475;39;13;16460;Masculino;3960,037201
TXN2476;52;14;11853;Masculino;6942,333112
TXN2477;25;15;3249;Masculino;8302,425109
TXN2478;20;6;13896;Masculino;9544,419262
TXN2479;45;3;21190;Femenino;7668,340701
TXN2480;47;7;6267;Masculino;4980,079368
TXN2481;25;13;28491;Masculino;6394,4987
TXN2482;29;5;19387;Femenino;3854,774272
TXN2483;45;2;21629;Femenino;4121,450255
TXN2484;57;15;12701;Femenino;7019,846653
TXN2485;57;4;29530;Femenino;6569,306759
TXN2486;23;14;2498;Masculino;3677,375517
TXN2487;51;14;12458;Femenino;6006,183445
TXN2488;53;1;9684;Masculino;2675,871425
TXN2489;25;13;13098;Masculino;7090,917305
TXN2490;34;2;21608;Masculino;10581,96208
TXN2491;60;9;11338;Masculino;9493,366861
TXN2492;48;9;7121;Masculino;10341,02935
TXN2493;28;15;29418;Masculino;14054,21595
TXN2494;53;3;24822;Masculino;13106,8071
TXN2495;48;12;28108;Masculino;6022,054632
TXN2496;32;15;25050;Masculino;8992,497709
TXN2497;48;1;10445;Masculino;4645,450139
TXN2498;33;5;27450;Femenino;6173,721582
TXN2499;43;11;4269;Masculino;8426,622337
TXN2500;55;15;7790;Femenino;8946,250282
TXN2501;23;12;3487;Femenino;4222,048975
TXN2502;43;12;21396;Femenino;5089,094724
TXN2503;22;11;19712;Femenino;4755,390338
TXN2504;35;11;18640;Masculino;4396,07733
TXN2505;49;15;9991;Masculino;5812,425692
TXN2506;37;6;27247;Femenino;6234,39236
TXN2507;49;12;23439;Femenino;5866,775845
TXN2508;53;8;24433;Masculino;13036,80138
TXN2509;28;10;8047;Masculino;3698,888271
TXN2510;55;12;20029;Femenino;12081,26563
TXN2511;35;13;9389;Femenino;3792,886247
TXN2512;33;6;17208;Femenino;4215,851528
TXN2513;37;2;2186;Masculino;9513,70925
TXN2514;44;15;21818;Femenino;5517,526473
TXN2515;45;2;24899;Masculino;11079,27111
TXN2516;59;2;15369;Femenino;9736,869313
TXN2517;50;3;25974;Femenino;9779,115105
TXN2518;32;2;27278;Femenino;5207,225958
TXN2519;50;1;23099;Masculino;12343,47052
TXN2520;53;9;5554;Femenino;5712,254922
TXN2521;50;9;29498;Femenino;5540,437643
TXN2522;58;4;28947;Femenino;10219,79328
TXN2523;41;3;14925;Femenino;10988,60718
TXN2524;25;7;20188;Femenino;6498,245939
TXN2525;41;7;4481;Masculino;8157,17827
TXN2526;39;14;26455;Femenino;7674,628381
TXN2527;23;11;12547;Masculino;8206,201338
TXN2528;32;11;19998;Femenino;4402,593258
TXN2529;20;12;16452;Femenino;3714,622195
TXN2530;58;13;16860;Masculino;5236,412435
TXN2531;53;8;9328;Femenino;2849,130855
TXN2532;30;6;28391;Femenino;6166,813739
TXN2533;54;14;19700;Masculino;9602,402955
TXN2534;60;1;22805;Masculino;12442,57076
TXN2535;59;6;12594;Femenino;3408,904682
TXN2536;42;7;28727;Femenino;11776,67121
TXN2537;26;14;4500;Masculino;7146,825391
TXN2538;31;6;27508;Femenino;11507,00978
TXN2539;37;4;27202;Masculino;5900,156035
TXN2540;43;4;7154;Masculino;4961,907568
TXN2541;27;12;19479;Masculino;4569,146423
TXN2542;20;5;23698;Masculino;4998,631468
TXN2543;57;11;12431;Masculino;8168,179946
TXN2544;51;7;9391;Femenino;2604,513238
TXN2545;36;9;12939;Masculino;6842,079408
TXN2546;29;3;20977;Femenino;5041,32171
TXN2547;55;3;13632;Masculino;3373,709329
TXN2548;36;11;6874;Masculino;2741,152354
TXN2549;42;3;22060;Femenino;12172,08209
TXN2550;57;2;16900;Masculino;5268,693849
TXN2551;33;5;19905;Masculino;10464,31334
TXN2552;25;6;15007;Femenino;3912,480842
TXN2553;40;6;15383;Masculino;3853,522992
TXN2554;31;14;4416;Femenino;4297,159064
TXN2555;53;3;6972;Femenino;2027,045659
TXN2556;28;15;21702;Masculino;6708,190386
TXN2557;22;8;15072;Masculino;6112,982099
TXN2558;32;2;9883;Femenino;3368,256652
TXN2559;20;6;14214;Femenino;4885,2654
TXN2560;20;11;14526;Femenino;9522,844764
TXN2561;57;6;6217;Femenino;8319,116465
TXN2562;45;9;15048;Femenino;3574,622453
TXN2563;39;14;9024;Masculino;3263,52797
TXN2564;47;3;9340;Masculino;3534,886106
TXN2565;52;10;7204;Femenino;8578,786875
TXN2566;33;1;23201;Masculino;7185,582309
TXN2567;33;15;26796;Femenino;11664,45353
TXN2568;32;9;17396;Femenino;3598,46717
TXN2569;51;14;27871;Masculino;5883,895416
TXN2570;55;10;13671;Masculino;3848,943511
TXN2571;24;8;8621;Femenino;2417,074126
TXN2572;52;4;15084;Masculino;4106,463065
TXN2573;59;2;26091;Masculino;7635,372862
TXN2574;34;12;12856;Masculino;4566,879064
TXN2575;22;5;19867;Femenino;7541,095804
TXN2576;59;15;4715;Masculino;6159,558307
TXN2577;34;12;7719;Femenino;4884,980737
TXN2578;57;7;19813;Masculino;9298,771664
TXN2579;24;13;24627;Masculino;5393,960542
TXN2580;20;4;12107;Masculino;5463,829113
TXN2581;37;4;9787;Masculino;9083,304387
TXN2582;45;3;26430;Masculino;8744,274394
TXN2583;21;14;20921;Masculino;12600,94473
TXN2584;46;2;18316;Masculino;4024,897152
TXN2585;24;5;23901;Masculino;7361,346687
TXN2586;30;1;22858;Masculino;9431,293399
TXN2587;37;8;18425;Masculino;5930,827812
TXN2588;20;1;28778;Masculino;5492,438327
TXN2589;36;1;11558;Masculino;6383,808612
TXN2590;46;11;20889;Masculino;9449,614245
TXN2591;60;9;10618;Masculino;3044,75617
TXN2592;57;12;25518;Masculino;11671,85054
TXN2593;46;14;10314;Femenino;5535,330097
TXN2594;37;6;29980;Femenino;6565,756352
TXN2595;58;2;18218;Masculino;10197,38063
TXN2596;49;11;3433;Masculino;1917,293391
TXN2597;26;2;22110;Masculino;4258,944368
TXN2598;43;1;2890;Femenino;4860,334929
TXN2599;45;15;27002;Femenino;7235,614341
TXN2600;52;14;2485;Femenino;6548,279058
TXN2601;30;6;26532;Masculino;11569,02525
TXN2602;31;14;11815;Femenino;5711,827216
TXN2603;24;10;18637;Masculino;5404,000574
TXN2604;21;13;11580;Masculino;4385,614422
TXN2605;31;4;3116;Femenino;3173,842604
TXN2606;20;9;11526;Femenino;2919,95226
TXN2607;39;2;27988;Femenino;11216,24126
TXN2608;26;4;28780;Femenino;12938,23104
TXN2609;30;4;21275;Femenino;6795,017132
TXN2610;22;11;20535;Masculino;10692,42878
TXN2611;57;15;24560;Femenino;6228,399184
TXN2612;27;13;17559;Masculino;4333,495083
TXN2613;34;5;28911;Femenino;5239,886931
TXN2614;49;10;2302;Masculino;3115,419575
TXN2615;53;2;2054;Femenino;9103,904082
TXN2616;53;15;28427;Femenino;13540,78981
TXN2617;29;5;18090;Femenino;4618,233879
TXN2618;35;5;20304;Masculino;10586,64423
TXN2619;45;1;4382;Masculino;2704,634285
TXN2620;30;4;26455;Femenino;4822,09305
TXN2621;43;5;14926;Masculino;6045,752705
TXN2622;42;10;18358;Masculino;4199,188879
TXN2623;60;5;21906;Femenino;4951,0429
TXN2624;29;1;19656;Femenino;5385,424065
TXN2625;58;8;7732;Masculino;7386,282513
TXN2626;42;14;6028;Femenino;2795,356847
TXN2627;51;10;8414;Masculino;3858,252684
TXN2628;46;1;27464;Femenino;5074,702848
TXN2629;46;5;15641;Femenino;3781,054699
TXN2630;59;6;17643;Femenino;4849,481495
TXN2631;35;5;19540;Masculino;4694,796297
TXN2632;24;15;15442;Masculino;5574,07715
TXN2633;26;14;13408;Femenino;3197,907702
TXN2634;38;5;24401;Femenino;8307,571144
TXN2635;23;5;25657;Masculino;5977,584401
TXN2636;41;3;2846;Masculino;9770,39523
TXN2637;30;14;13092;Masculino;3798,000261
TXN2638;30;6;29416;Masculino;8223,996726
TXN2639;57;14;24868;Masculino;5617,72718
TXN2640;23;3;12922;Masculino;6628,735561
TXN2641;31;8;16751;Femenino;9928,486025
TXN2642;26;11;17597;Femenino;5531,168522
TXN2643;49;8;15501;Masculino;5496,476147
TXN2644;56;14;20028;Femenino;9220,949978
TXN2645;45;4;21661;Femenino;5973,811861
TXN2646;41;7;21906;Femenino;10671,55931
TXN2647;55;7;4043;Femenino;2505,577197
TXN2648;39;15;22083;Femenino;8302,972035
TXN2649;55;13;28697;Masculino;5972,766784
TXN2650;37;3;28104;Femenino;5585,491301
TXN2651;20;10;24976;Femenino;8481,472099
TXN2652;32;9;11776;Femenino;6467,862694
TXN2653;46;15;3445;Masculino;10062,08403
TXN2654;25;2;12038;Femenino;3598,470567
TXN2655;20;1;25706;Femenino;10910,177
TXN2656;43;5;2742;Femenino;3014,001608
TXN2657;47;7;5260;Femenino;2864,049851
TXN2658;23;14;20651;Masculino;7129,444891
TXN2659;42;4;8607;Masculino;2822,830131
TXN2660;45;12;9667;Masculino;2955,627923
TXN2661;26;10;18154;Femenino;7477,811443
TXN2662;33;5;29943;Masculino;5860,119083
TXN2663;46;6;20674;Masculino;10751,89663
TXN2664;56;15;25031;Femenino;8822,016438
TXN2665;58;1;13854;Masculino;4463,845153
TXN2666;26;6;28822;Masculino;5881,589528
TXN2667;35;13;25361;Masculino;5627,683271
TXN2668;58;6;3839;Femenino;4434,967342
TXN2669;27;15;15249;Masculino;4887,677501
TXN2670;25;4;6263;Femenino;5438,577605
TXN2671;33;7;12205;Femenino;9253,075877
TXN2672;57;1;9149;Masculino;2940,173585
TXN2673;38;6;24928;Femenino;4819,339947
TXN2674;30;13;20796;Masculino;9368,245847
TXN2675;44;12;9686;Masculino;9293,551048
TXN2676;42;13;14968;Masculino;3951,326886
TXN2677;42;10;23233;Femenino;12496,81145
TXN2678;45;14;23173;Masculino;5639,669857
TXN2679;30;4;14165;Masculino;9696,902264
TXN2680;39;8;8422;Masculino;6062,714149
TXN2681;38;10;16229;Masculino;4499,50483
TXN2682;42;14;4694;Femenino;3678,173194
TXN2683;60;11;19423;Femenino;5970,328599
TXN2684;56;5;15072;Femenino;7019,65087
TXN2685;55;15;17747;Femenino;4386,469046
TXN2686;20;9;24311;Masculino;4951,703304
TXN2687;56;2;29694;Masculino;9260,652482
TXN2688;29;12;16519;Femenino;11662,19894
TXN2689;45;8;9145;Femenino;8942,466213
TXN2690;27;5;18785;Femenino;11809,33193
TXN2691;37;10;15930;Femenino;6161,718896
TXN2692;26;10;7771;Masculino;2534,293876
TXN2693;26;11;24213;Masculino;5012,130941
TXN2694;53;1;29877;Femenino;5482,51402
TXN2695;50;4;3529;Femenino;6576,874855
TXN2696;60;8;15072;Femenino;11453,08654
TXN2697;42;15;4942;Femenino;8374,449443
TXN2698;32;9;16843;Masculino;7398,462492
TXN2699;32;3;5534;Masculino;8204,621287
TXN2700;55;13;27923;Femenino;13390,31949
TXN2701;42;14;3221;Masculino;2751,976876
TXN2702;60;9;6385;Masculino;4064,613917
TXN2703;39;11;21220;Femenino;4685,737016
TXN2704;32;3;2202;Masculino;1966,94855
TXN2705;53;15;12392;Masculino;3718,997315
TXN2706;47;1;11739;Masculino;10859,49916
TXN2707;40;15;16045;Femenino;7402,826507
TXN2708;52;3;14029;Masculino;11413,87621
TXN2709;23;7;24589;Femenino;5321,329228
TXN2710;57;5;20928;Masculino;10691,5393
TXN2711;50;3;25609;Femenino;8429,366846
TXN2712;28;13;28697;Femenino;6617,324622
TXN2713;51;4;17369;Masculino;4030,128657
TXN2714;35;13;19947;Femenino;4358,053871
TXN2715;56;4;15509;Masculino;5311,038165
TXN2716;38;2;21958;Masculino;9381,460956
TXN2717;59;5;17609;Masculino;4277,717805
TXN2718;48;10;9929;Femenino;8897,152975
TXN2719;37;13;17316;Femenino;8707,319273
TXN2720;41;13;24071;Femenino;8635,79133
TXN2721;29;12;15227;Femenino;3587,851557
TXN2722;50;13;10129;Masculino;9540,977619
TXN2723;56;14;23356;Femenino;5107,003735
TXN2724;53;13;3076;Femenino;7981,660283
TXN2725;27;3;8392;Femenino;3144,488659
TXN2726;52;3;13628;Masculino;3638,914989
TXN2727;27;7;12037;Masculino;10935,68349
TXN2728;39;7;4925;Masculino;8540,922565
TXN2729;43;3;28068;Masculino;7072,133922
TXN2730;51;12;16372;Masculino;4406,076294
TXN2731;24;12;6398;Femenino;2094,664225
TXN2732;20;15;10620;Femenino;9089,789402
TXN2733;57;11;12084;Femenino;4275,416726
TXN2734;35;13;7374;Femenino;2466,228235
TXN2735;21;1;22658;Femenino;7795,503206
TXN2736;20;7;19722;Masculino;4778,99106
TXN2737;46;13;23122;Masculino;4910,247508
TXN2738;51;9;24329;Femenino;5472,683362
TXN2739;29;14;9222;Femenino;5396,957736
TXN2740;33;2;22615;Femenino;10451,52288
TXN2741;44;9;21487;Femenino;5515,789648
TXN2742;22;8;2189;Femenino;7673,64376
TXN2743;43;6;16124;Masculino;10088,08918
TXN2744;29;5;3333;Femenino;1519,322975
TXN2745;22;14;29181;Femenino;10668,15495
TXN2746;22;15;8537;Femenino;2504,315573
TXN2747;43;15;29251;Femenino;7525,689583
TXN2748;26;2;26046;Masculino;5340,588374
TXN2749;25;7;23738;Masculino;4750,449312
TXN2750;33;4;20769;Femenino;6559,466104
TXN2751;36;9;27803;Masculino;10379,95724
TXN2752;36;8;22392;Femenino;8112,978727
TXN2753;39;9;3444;Femenino;1825,410288
TXN2754;24;7;29270;Femenino;5523,090494
TXN2755;44;1;4261;Masculino;1689,012705
TXN2756;28;10;19190;Masculino;12089,36535
TXN2757;44;15;10405;Femenino;3164,920489
TXN2758;32;14;8293;Masculino;4046,82542
TXN2759;46;8;2946;Masculino;1842,621878
TXN2760;38;1;27126;Femenino;5001,878195
TXN2761;27;1;7325;Femenino;3750,61191
TXN2762;50;3;17586;Masculino;3824,131135
TXN2763;25;15;14737;Femenino;7024,064453
TXN2764;50;9;27387;Masculino;7372,246784
TXN2765;44;12;10114;Masculino;3639,992036
TXN2766;58;3;11602;Masculino;7889,737431
TXN2767;57;3;12448;Femenino;4469,013875
TXN2768;51;9;16138;Masculino;11831,38177
TXN2769;21;4;17296;Masculino;3937,197947
TXN2770;20;4;5376;Femenino;1667,079999
TXN2771;22;3;7451;Masculino;8572,718845
TXN2772;25;5;18915;Femenino;3606,878653
TXN2773;51;6;6362;Masculino;2198,699789
TXN2774;46;3;21376;Masculino;6906,611013
TXN2775;23;7;25457;Masculino;5229,005412
TXN2776;58;4;18150;Femenino;8620,155424
TXN2777;36;11;12180;Femenino;4779,916774
TXN2778;37;11;27727;Femenino;8007,395228
TXN2779;33;3;14845;Femenino;6799,149758
TXN2780;55;15;5123;Femenino;5885,267214
TXN2781;31;11;22949;Femenino;4762,378934
TXN2782;31;5;11184;Masculino;6500,81759
TXN2783;28;9;5785;Masculino;2527,497291
TXN2784;26;7;15966;Femenino;3582,440244
TXN2785;46;12;12098;Femenino;3429,812051
TXN2786;58;6;18329;Masculino;4169,859913
TXN2787;26;9;29901;Femenino;8091,243282
TXN2788;22;7;5609;Masculino;2434,97039
TXN2789;34;4;25389;Femenino;8106,674075
TXN2790;33;12;7678;Masculino;3668,550852
TXN2791;52;14;17386;Masculino;5233,557976
TXN2792;28;14;20663;Masculino;4748,130898
TXN2793;33;11;7398;Femenino;4737,047689
TXN2794;25;1;8522;Masculino;7210,782776
TXN2795;46;10;13202;Femenino;3426,856809
TXN2796;39;12;8508;Masculino;3931,830551
TXN2797;51;7;4687;Femenino;3447,226131
TXN2798;40;11;11528;Masculino;5847,128555
TXN2799;55;10;29754;Masculino;6052,211908
TXN2800;56;5;11027;Femenino;2754,706027
TXN2801;24;9;26506;Femenino;6015,996464
TXN2802;50;13;22651;Masculino;13029,77336
TXN2803;51;1;10918;Masculino;9142,883854
TXN2804;27;3;12109;Masculino;3424,281934
TXN2805;30;14;25996;Femenino;6176,825509
TXN2806;21;5;7622;Masculino;8473,12673
TXN2807;20;10;5221;Femenino;1887,821771
TXN2808;22;13;21628;Masculino;5235,511755
TXN2809;41;3;21190;Masculino;4389,993259
TXN2810;53;8;9263;Masculino;3012,354267
TXN2811;29;7;12564;Masculino;4806,910659
TXN2812;44;11;6572;Masculino;3067,228146
TXN2813;29;13;24964;Femenino;9726,37014
TXN2814;57;2;13337;Femenino;9177,473354
TXN2815;42;1;15816;Masculino;5327,271881
TXN2816;36;4;15634;Masculino;4574,624366
TXN2817;44;7;13916;Femenino;4955,602128
TXN2818;51;4;21415;Femenino;10496,58766
TXN2819;49;1;5361;Femenino;9546,000816
TXN2820;31;3;19149;Femenino;3635,257145
TXN2821;46;4;2880;Femenino;2164,465874
TXN2822;48;6;14835;Femenino;3410,168539
TXN2823;49;12;21225;Masculino;6438,210506
TXN2824;29;1;21147;Masculino;7497,941492
TXN2825;41;8;14933;Masculino;3742,583974
TXN2826;50;13;10446;Masculino;4306,535752
TXN2827;43;14;26731;Masculino;5777,119393
TXN2828;23;5;2208;Masculino;4078,403675
TXN2829;30;7;13492;Masculino;5985,002946
TXN2830;36;8;8261;Masculino;3646,109093
TXN2831;26;7;17465;Femenino;8380,857005
TXN2832;57;14;2177;Femenino;1732,157221
TXN2833;53;6;12163;Femenino;7839,289102
TXN2834;37;13;10773;Femenino;2960,881729
TXN2835;37;6;11498;Femenino;4596,835202
TXN2836;42;1;17181;Masculino;3765,335421
TXN2837;40;9;9343;Femenino;2435,749958
TXN2838;39;1;6990;Masculino;6945,04154
TXN2839;56;13;5038;Femenino;10075,85742
TXN2840;56;5;19329;Masculino;4380,61625
TXN2841;56;8;15120;Masculino;10089,6053
TXN2842;60;9;6448;Masculino;5940,58001
TXN2843;23;6;26510;Masculino;11584,1141
TXN2844;20;6;4491;Masculino;1910,469788
TXN2845;34;14;20429;Masculino;5192,286591
TXN2846;43;12;23186;Masculino;6143,228088
TXN2847;58;12;28272;Masculino;12105,19551
TXN2848;31;5;5474;Femenino;2278,589799
TXN2849;51;3;3755;Femenino;1820,520599
TXN2850;24;13;23949;Femenino;4846,034385
TXN2851;37;9;9212;Masculino;2975,507324
TXN2852;54;15;11824;Femenino;4329,475337
TXN2853;34;6;15602;Masculino;11457,70178
TXN2854;54;2;27063;Masculino;6459,242809
TXN2855;46;12;5136;Femenino;2180,850049
TXN2856;59;14;25837;Masculino;12034,39236
TXN2857;36;4;22335;Masculino;5291,002288
TXN2858;34;15;25619;Femenino;7830,490958
TXN2859;42;5;7968;Femenino;2603,873807
TXN2860;29;5;13834;Masculino;3540,636863
TXN2861;28;8;12053;Masculino;9420,030477
TXN2862;42;15;28806;Masculino;6549,608825
TXN2863;31;9;19451;Masculino;10731,57339
TXN2864;33;7;19674;Femenino;5770,619098
TXN2865;46;9;19903;Masculino;5005,085803
TXN2866;42;11;18510;Masculino;10531,33273
TXN2867;30;5;20596;Masculino;6080,953149
TXN2868;41;9;14371;Masculino;7287,575927
TXN2869;51;14;26498;Femenino;5386,966803
TXN2870;48;10;13359;Femenino;6906,482293
TXN2871;42;10;18091;Masculino;4756,579245
TXN2872;52;14;24402;Masculino;5273,732672
TXN2873;31;8;13206;Masculino;3867,229865
TXN2874;40;15;25961;Masculino;6171,123349
TXN2875;50;10;18052;Masculino;9133,037908
TXN2876;56;11;7769;Femenino;2819,660407
TXN2877;35;5;10238;Femenino;4268,615284
TXN2878;44;7;26704;Masculino;10427,51747
TXN2879;59;14;28367;Femenino;9252,204947
TXN2880;20;6;29995;Masculino;5648,443148
TXN2881;29;2;17895;Femenino;8298,754761
TXN2882;52;6;19412;Masculino;12229,0471
TXN2883;38;10;4330;Femenino;4253,136496
TXN2884;54;8;4333;Masculino;3196,846408
TXN2885;36;12;25689;Femenino;5540,964885
TXN2886;33;11;22037;Femenino;6173,707324
TXN2887;34;13;10120;Femenino;5336,157343
TXN2888;27;9;28309;Femenino;13171,03537
TXN2889;54;3;7734;Femenino;8402,951622
TXN2890;27;12;29441;Femenino;6068,616
TXN2891;55;4;17222;Femenino;3412,977045
TXN2892;55;3;7491;Masculino;4947,06468
TXN2893;50;12;19382;Masculino;12460,87402
TXN2894;25;7;13762;Femenino;8037,841164
TXN2895;28;14;15285;Masculino;3795,982019
TXN2896;55;3;2600;Masculino;6677,01289
TXN2897;30;9;25835;Femenino;8473,222578
TXN2898;33;3;20378;Masculino;4708,279089
TXN2899;43;5;8194;Femenino;4883,679315
TXN2900;59;12;11500;Femenino;3007,267089
TXN2901;50;1;4227;Femenino;1526,629076
TXN2902;44;9;23002;Femenino;5190,819532
TXN2903;25;10;26972;Femenino;8796,12393
TXN2904;41;6;7156;Femenino;9978,909027
TXN2905;44;4;25767;Masculino;11388,47412
TXN2906;60;1;19002;Femenino;11701,7296
TXN2907;25;1;15704;Masculino;4506,959084
TXN2908;25;10;26021;Femenino;5584,268886
TXN2909;44;1;24159;Femenino;5214,408278
TXN2910;60;2;25262;Masculino;5110,268807
TXN2911;47;12;25338;Masculino;6384,294064
TXN2912;30;6;16334;Masculino;3707,073894
TXN2913;36;2;13590;Femenino;4686,468251
TXN2914;56;2;27149;Femenino;5655,990542
TXN2915;40;14;13121;Femenino;3663,062722
TXN2916;34;7;8216;Femenino;5881,572072
TXN2917;58;3;9304;Femenino;2906,014502
TXN2918;30;1;4384;Femenino;3963,728566
TXN2919;41;9;25879;Femenino;5193,831599
TXN2920;37;11;29548;Femenino;5514,924601
TXN2921;24;10;21667;Masculino;5787,211195
TXN2922;40;4;8395;Femenino;3180,81337
TXN2923;51;1;27650;Femenino;6789,080756
